cuenta,nomenclatura,porcentaje_copropiedad,superficie_mejoras,superficie_mejoras_propias,superficie_mejoras_comunes,superficie_parcela,antiguedad,puntaje,d_viasprin,cantidad_cuentas,cantidad_cuentas_250,vut,x,y,valor_omi,fechavalor,valuacion_,log_valuacion,log_val_omi,fechavalor_dt
110140124826,1101010401014012,0.039,81.48,61.36,20.12,234.0,14.0,64.0,150,40,2970,1000,4386378.816,6525142.462,11977000.0,08/2022,11390537.02696,7.056544238268854,7.078348085816062,2022-08-01
110117958906,1101010401014014,0.035,31.68,21.0,10.68,326.03,53.0,64.0,150,28,3331,1000,4386356.674,6525129.236,3430700.0,07/2022,2632791.914634,6.420416700515618,6.5353828691175,2022-07-01
110117958949,1101010401014014,0.038,34.51,23.0,11.51,326.03,53.0,64.0,150,28,3331,1000,4386356.674,6525129.236,4466000.0,01/2022,2935831.380804,6.467731256227015,6.649918815980031,2022-01-01
110117958892,1101010401014014,0.067,58.44,38.0,20.44,326.03,53.0,64.0,150,28,3331,1000,4386356.674,6525129.236,43400000.0,07/2024,28870513.268894996,7.460454520013526,7.637489739519296,2024-07-01
110143760472,1101010401014017,0.02,42.05,31.09,10.96,698.0,13.0,66.0,150,23,3464,1000,4386347.856,6525110.03,24704520.0,08/2023,10466701.645848,7.0198098862388765,7.392776437700297,2023-08-01
110124569371,1101010401014028,0.03,93.26,69.0,24.26,416.2006,15.0,64.0,100,38,3350,900,4386315.881,6525076.215,26298360.0,11/2023,31589555.57968,7.499543529787716,7.419928682678484,2023-11-01
110121097184,1101010401014061,0.004,28.15,12.0,16.15,845.04,43.0,32.0,100,229,3348,900,4386302.641,6525082.695,16120000.0,02/2025,11952656.62456,7.077464479623652,7.207365064410416,2025-02-01
110124146461,1101010401016002,0.049,44.47,34.0,10.47,218.0,20.0,64.0,100,17,2856,480,4386040.815,6525266.301,5075000.0,03/2022,4655572.220245,6.667973161378125,6.70543613216051,2022-03-01
110123695194,1101010401016031,0.03,45.34,36.0,9.34,471.99,30.0,64.0,100,33,2885,420,4386011.931,6525169.232,12352260.0,11/2023,9600432.065152,6.982290824035793,7.09174645961587,2023-11-01
110124269130,1101010401016036,0.072,46.03,35.0,11.03,450.0,18.0,64.0,150,14,2879,460,4386030.736,6525201.132,8120000.0,08/2022,6925264.657632001,6.840436437870887,6.9095560827257145,2022-08-01
110123271688,1101010401016051,0.114,61.42,45.0,16.42,137.02,33.0,64.0,150,9,2730,440,4386104.965,6525150.077,68076000.0,07/2024,35357561.825112,7.548482321723285,7.832994035991881,2024-07-01
110123271670,1101010401016051,0.154,83.24,61.0,22.24,137.02,33.0,64.0,150,9,2730,440,4386104.965,6525150.077,93000000.0,06/2024,48065809.77810001,7.681836272425377,7.968482953223768,2024-06-01
110121013576,1101010401018048,0.057,69.58,53.0,16.58,642.01,45.0,64.0,100,22,2657,420,4385770.567,6525260.084,8932000.0,01/2022,6756933.701184,6.829749721936298,6.950948763021708,2022-01-01
110123653408,1101010401019070,0.021,42.54,34.0,8.54,628.93,30.0,64.0,100,50,2820,340,4385688.849,6525274.888,6089999.999999999,01/2022,4337125.693515,6.637202108681114,6.784617363945593,2022-01-01
110123833767,1101010401021023,0.031,43.41,33.0,10.41,494.01,30.0,64.0,100,24,2104,320,4385300.008,6525412.195,38440000.0,06/2024,35206644.466525,7.546624646916794,7.584783390294491,2024-06-01
110123833813,1101010401021023,0.054,76.17,58.0,18.17,494.01,30.0,64.0,100,24,2104,320,4385300.008,6525412.195,8932000.0,08/2022,10103419.485676,7.00446842789853,6.950948763021708,2022-08-01
110123398190,1101010401022022,0.005,41.89,31.0,10.89,2765.53,31.0,63.87,0,176,2969,900,4385225.32,6525320.979,6089999.999999999,08/2022,4022622.84939,6.604509424126854,6.784617363945593,2022-08-01
110123398271,1101010401022022,0.005,39.05,29.0,10.05,2765.53,31.0,63.87,0,176,2969,900,4385225.32,6525320.979,39556000.0,09/2024,26918991.392510995,7.430058799736107,7.597212379198647,2024-09-01
110123398564,1101010401022022,0.005,36.56,27.0,9.56,2765.53,31.0,63.87,0,176,2969,900,4385225.32,6525320.979,6089999.999999999,04/2022,3061023.5983800003,6.485866819599874,6.784617363945593,2022-04-01
110123398009,1101010401022022,0.006,49.92,37.0,12.92,2765.53,31.0,63.87,0,176,2969,900,4385225.32,6525320.979,4669000.0,08/2022,4784303.289429,6.6798187936846425,6.669223966947391,2022-08-01
110116433702,1101010401022028,0.019,82.78,60.0,22.78,664.06,58.0,64.0,0,52,2645,900,4385137.798,6525326.568,7105000.0,08/2022,3563718.56412,6.55190352124949,6.851564143388675,2022-08-01
110116433737,1101010401022028,0.019,81.39,59.0,22.39,664.06,58.0,64.0,0,52,2645,900,4385137.798,6525326.568,10150000.0,08/2022,4414959.501744,6.644926822533892,7.006466085036863,2022-08-01
110123755260,1101010401022033,0.024,45.78,35.0,10.78,564.5,29.0,64.0,50,49,2655,420,4385155.346,6525370.386,29760000.0,06/2024,29182435.874746,7.465121554763279,7.473632941467069,2024-06-01
110142115808,1101010401022060,0.006,52.03,37.85,14.18,1218.438,8.0,59.02,0,165,3004,900,4385264.542,6525298.807,68200000.0,09/2024,93702613.557729,7.971751709053761,7.833784381024433,2024-09-01
110142116961,1101010401022060,0.01,84.84,61.76,23.08,1218.438,8.0,59.27,0,165,3004,900,4385264.542,6525298.807,10759000.0,08/2022,20330453.028834,7.308147077605842,7.031771947879692,2022-08-01
110123898958,1101010401022062,0.038,53.2,40.0,13.2,181.98,41.0,64.0,0,20,2738,900,4385169.031,6525315.7,11165000.0,01/2022,5904854.788371,6.771209295500848,7.047858766305303,2022-01-01
110123898982,1101010401022062,0.043,61.16,46.0,15.16,181.98,41.0,64.0,0,20,2738,900,4385169.031,6525315.7,14007000.0,05/2022,6867985.627043,6.836829440855931,7.146345159655999,2022-05-01
110117450716,1101010401023038,0.052,45.88,36.0,9.88,214.99,53.0,64.0,0,13,3409,900,4385435.429,6525224.362,5075000.0,08/2022,5318838.321443999,6.725816870774754,6.70543613216051,2022-08-01
110117450627,1101010401023038,0.094,81.77,64.0,17.77,214.99,53.0,64.0,0,13,3409,900,4385435.429,6525224.362,19524540.0,08/2023,17908903.188413996,7.253069013013489,7.29058083289452,2023-08-01
110123196708,1101010401023039,0.016,35.57,28.0,7.57,821.0,34.0,64.0,0,46,3707,480,4385430.918,6525260.379,6699000.0,03/2022,5155510.479616,6.712271758223909,6.826010042620844,2022-03-01
110123196724,1101010401023039,0.019,41.99,33.0,8.99,821.0,34.0,64.0,0,46,3707,480,4385430.918,6525260.379,6496000.0,08/2022,5220770.071832,6.7177346500351,6.812646083088792,2022-08-01
110120037536,1101010401025005,0.059,48.09,37.0,11.09,512.97,53.0,64.0,50,26,3246,340,4385633.736,6525234.62,8424500.0,01/2022,6089912.7609210005,6.784611142645795,6.925544186176668,2022-01-01
110121184842,1101010401026063,0.045,66.41,53.0,13.41,194.96,43.0,64.0,50,19,3677,1000,4385817.332,6525174.946,60140000.0,08/2024,39199643.011245005,7.593282123024184,7.77916343098589,2024-08-01
110121184851,1101010401026063,0.049,71.43,57.0,14.43,194.96,43.0,64.0,50,19,3677,1000,4385817.332,6525174.946,21317610.0,08/2023,15575018.640336,7.192428602983481,7.328738533016285,2023-08-01
110123871201,1101010401026093,0.025,44.96,35.0,9.96,240.99,25.0,62.99,100,33,3303,1000,4385824.615,6525196.811,6089797.0,03/2022,4970974.768701,6.696441646151452,6.78460288722396,2022-03-01
110123399595,1101010401028005,0.048,47.04,34.0,13.04,365.35,31.0,64.0,50,24,3088,440,4386017.201,6525120.377,5075000.0,08/2022,4074022.640297,6.6100235447477855,6.70543613216051,2022-08-01
110112026967,1101010401028016,0.012,73.92,59.0,14.92,1402.99,60.0,64.0,0,80,3691,900,4386051.101,6525047.242,85547600.0,12/2024,22098175.465404,7.344356437319162,7.932207835185471,2024-12-01
110112026932,1101010401028016,0.023,138.98,111.0,27.98,1402.99,60.0,64.0,0,80,3691,900,4386051.101,6525047.242,25899900.0,09/2023,16900487.592464,7.227899260231646,7.413298104033535,2023-09-01
110123394160,1101010401028024,0.021,42.29,29.0,13.29,283.94,35.0,96.0,0,32,3407,1500,4386011.866,6525048.525,61876000.0,07/2024,54730148.34561,7.738226633230863,7.791522237804412,2024-07-01
110123726103,1101010401029004,0.01,38.99,30.0,8.99,828.08,30.0,62.81,0,97,4066,900,4386185.653,6525014.872,5075000.0,01/2022,5000447.671875,6.699008973731497,6.70543613216051,2022-01-01
110122166732,1101010401033004,0.005,53.59,37.0,16.59,1681.0,40.0,60.56,0,226,4116,1500,4385981.216,6524982.424,11165000.0,01/2022,6443961.108984,6.80915297806817,7.047858766305303,2022-01-01
110122166767,1101010401033004,0.005,56.94,40.0,16.94,1681.0,40.0,60.7,0,226,4116,1500,4385981.216,6524982.424,48360000.0,08/2024,34171493.489808,7.53366397307689,7.684486301169183,2024-08-01
110123231813,1101010401033019,0.017,52.64,40.0,12.64,692.96,34.0,62.47,50,52,3647,800,4386006.332,6524898.735,6496000.0,03/2022,5217124.854223999,6.717431313459147,6.812646083088792,2022-03-01
110123231902,1101010401033019,0.019,58.04,44.0,14.04,692.96,34.0,62.46,50,52,3647,800,4386006.332,6524898.735,14942250.0,12/2023,14312639.288779996,7.155719756546456,7.174416027415071,2023-12-01
110123231856,1101010401033019,0.02,59.41,45.0,14.41,692.96,34.0,62.46,50,52,3647,800,4386006.332,6524898.735,62000000.00000001,09/2024,47425379.44140901,7.676010823439285,7.792391696503003,2024-09-01
110123381327,1101010401036016,0.015,50.05,40.0,10.05,872.04,30.0,64.0,100,76,3707,900,4385626.053,6525014.289,45880000.0,07/2024,40262850.4119,7.6049045283420735,7.6616234186951075,2024-07-01
110123381360,1101010401036016,0.023,77.66,62.0,15.66,872.04,30.0,64.0,100,76,3707,900,4385626.053,6525014.289,80600000.0,07/2024,62072129.035602,7.792896648669367,7.90633504719336,2024-07-01
110122976947,1101010401037004,0.002,14.98,12.0,2.98,801.82,41.0,35.31,0,107,3651,950,4385468.055,6525161.227,12400000.0,02/2025,3082575.524285,6.488913866666695,7.093421720185982,2025-02-01
110122977269,1101010401037004,0.01,57.07,38.0,19.07,801.82,41.0,58.87,0,107,3651,950,4385468.055,6525161.227,62000000.00000001,06/2024,28299433.137527995,7.451777751658352,7.792391696503003,2024-06-01
110122977471,1101010401037004,0.013,74.11,49.0,25.11,801.82,41.0,58.79,0,107,3651,950,4385468.055,6525161.227,59520000.0,02/2025,36889531.119945,7.56690314698569,7.774662929834436,2025-02-01
110123703162,1101010401037031,0.043,47.31,38.0,9.31,330.16,28.0,64.0,100,24,3603,460,4385415.105,6525080.983,6699000.0,02/2022,5580057.458712,6.746638748787588,6.826010042620844,2022-02-01
110123161424,1101010401037075,0.018,41.39,32.0,9.39,808.98,35.0,63.96,50,52,3971,480,4385482.88,6525069.308,58280000.0,07/2024,28309319.932608,7.451929451888653,7.765519550549814,2024-07-01
110122152723,1101010401038048,0.025,59.44,44.0,15.44,1261.89,41.0,64.0,50,34,3884,440,4385343.453,6525125.444,5582500.0,08/2022,8877048.194484,6.948268626643137,6.746828809539166,2022-08-01
110124428157,1101010401039055,0.074,29.71,23.45,6.26,171.0598,30.0,64.0,50,13,3464,460,4385264.396,6525167.179,3248000.0,01/2022,6309731.973952,6.800010980417985,6.511616154280472,2022-01-01
110123716787,1101010401041028,0.025,74.83,59.0,15.83,806.06,33.0,64.0,0,50,2780,900,4385124.83,6525274.189,62000000.00000001,09/2024,66972718.433295,7.825897933860706,7.792391696503003,2024-09-01
110123970110,1101010401041039,0.005,45.21,34.0,11.21,1511.12,24.0,64.0,0,197,3140,900,4385154.1,6525256.284,9744000.0,08/2022,6493302.086985,6.812465674847662,6.98873731985925,2022-08-01
110123210794,1101010401043023,0.003,152.88,119.0,33.88,17843.84,36.0,59.9,100,542,5153,420,4385221.636,6525067.673,142598760.0,06/2024,68531778.310635,7.83589200767846,8.154115752071242,2024-06-01
110123673506,1101010401044038,0.029,37.79,29.0,8.79,332.0,32.0,64.0,100,33,3606,480,4385371.941,6525051.08,9961500.0,04/2023,12111410.989594,7.083194777622176,6.998324782891821,2023-04-01
110142838681,1101010401045022,0.127,40.76,34.07,6.69,135.4601,9.0,64.0,250,9,3346,420,4385390.809,6524944.139,4161500.0,07/2022,6530413.54172,6.814940750565619,6.619250003329037,2022-07-01
110142838656,1101010401045022,0.131,41.96,35.07,6.89,135.4601,9.0,64.0,250,9,3346,420,4385390.809,6524944.139,57474000.0,06/2024,38324760.27533,7.583479458317547,7.759471431199115,2024-06-01
110141080661,1101010401047068,0.037,60.49,45.0,15.49,300.0,12.0,70.0,200,27,2695,520,4385555.638,6524896.564,17133780.0,08/2023,26021240.825484,7.415328018785364,7.23385321154934,2023-08-01
110141439944,1101010401048021,0.028,67.53,50.0,17.53,847.0208,10.0,68.0,150,30,3898,540,4385713.83,6524897.198,19524540.0,10/2023,33477439.8154,7.524752250927229,7.29058083289452,2023-10-01
110120010301,1101010401048066,0.008,37.8,29.0,8.8,822.79,49.0,64.0,100,133,3559,540,4385676.796,6524944.395,6699000.0,03/2022,2270629.229148,6.356146415366441,6.826010042620844,2022-03-01
110120008676,1101010401048066,0.009,44.06,34.0,10.06,822.79,49.0,64.0,100,133,3559,540,4385676.796,6524944.395,43400000.0,08/2024,14917484.630675,7.173695628180519,7.637489739519296,2024-08-01
110120010387,1101010401048066,0.015,71.57,55.0,16.57,822.79,49.0,64.0,100,133,3559,540,4385676.796,6524944.395,55800000.0,07/2024,29126482.29842,7.464288051524738,7.746634206720634,2024-07-01
110123257332,1101010401049010,0.016,45.03,37.0,8.03,532.06,34.0,64.0,100,52,3654,540,4385877.926,6524891.695,17930700.0,08/2023,10213331.478456,7.009167469889547,7.253597268618551,2023-08-01
110141541412,1101010401049037,0.019,58.4,38.0,20.4,652.6198,9.0,68.0,150,57,3763,540,4385785.17,6524874.981,58280000.0,06/2024,63452143.109348,7.802446301909456,7.765519550549814,2024-06-01
110117389545,1101010401050046,0.029,91.81,71.0,20.81,1030.99,60.0,64.0,200,30,3954,540,4385957.256,6524781.741,130200000.0,03/2025,28781362.062386,7.459111357927719,8.114610987567769,2025-03-01
110117389561,1101010401050046,0.038,121.67,94.0,27.67,1030.99,60.0,64.0,200,30,3954,540,4385957.256,6524781.741,16219700.0,08/2022,7340938.263086999,6.865751630853186,7.210042844002944,2022-08-01
110112168133,1101010401051008,0.083,92.59,73.0,19.59,759.98,64.0,64.0,100,11,4119,600,4386092.667,6524795.948,14189700.0,08/2022,7880750.091488002,6.896567610807297,7.151973244265212,2022-08-01
110122179141,1101010401051027,0.008,15.36,11.0,4.36,284.96,40.0,38.11,200,39,3566,540,4386112.651,6524712.214,10912000.0,04/2025,3638681.923884,6.56094421266039,7.037904397112116,2025-04-01
110123148690,1101010401051029,0.023,48.79,37.0,11.79,300.94,36.0,64.0,200,41,3820,540,4386092.044,6524716.446,6089999.999999999,03/2022,4290009.057893001,6.632458310385728,6.784617363945593,2022-03-01
110123768621,1101010401051035,0.014,36.5,29.0,7.5,852.99,34.0,64.0,200,71,4179,540,4386063.616,6524744.636,5684000.0,02/2022,4189450.594461,6.622157176883449,6.754654145661914,2022-02-01
110124401101,1101010401051068,0.027,55.25,41.0,14.25,367.0001,17.0,64.0,100,35,3746,600,4386051.059,6524821.147,59520000.0,07/2024,43832995.599245,7.641801161779465,7.774662929834436,2024-07-01
110141348388,1101010401052032,0.011,32.09,24.0,8.09,830.55,23.0,64.0,200,49,4767,600,4386171.541,6524709.001,6493970.0,03/2022,3958852.807764,6.597569464456508,6.812510344873892,2022-03-01
110123672861,1101010401052058,0.016,55.7,42.0,13.7,436.99,30.0,64.0,100,61,4620,900,4386177.388,6524784.816,6902000.000000001,08/2022,5416340.790267,6.733706062055108,6.838975017878454,2022-08-01
110123672844,1101010401052058,0.019,66.4,50.0,16.4,436.99,30.0,64.0,100,61,4620,900,4386177.388,6524784.816,10556000.0,07/2022,6584397.808787,6.818516127673557,7.023499422689966,2022-07-01
110123672917,1101010401052058,0.019,65.24,49.0,16.24,436.99,30.0,64.0,100,61,4620,900,4386177.388,6524784.816,19285000.0,02/2022,6482552.569458,6.811746114307395,7.2852196657218675,2022-02-01
110123878281,1101010401054009,0.053,49.7,37.0,12.7,404.9,26.0,64.0,200,21,3013,340,4385011.83,6525123.865,5582500.0,08/2022,6954787.899003,6.842283952244744,6.746828809539166,2022-08-01
110123878272,1101010401054009,0.056,52.49,39.0,13.49,404.9,26.0,64.0,200,21,3013,340,4385011.83,6525123.865,5582500.0,08/2022,5431542.114843,6.734923231256304,6.746828809539166,2022-08-01
110123981103,1101010401054010,0.026,40.01,30.0,10.01,517.99,23.0,64.0,200,38,3131,340,4385006.826,6525110.386,11953800.0,08/2023,12579191.854044,7.099652775427156,7.07750602167323,2023-08-01
110122185770,1101010402004038,0.048,50.15,33.0,17.15,390.59,42.0,64.0,50,28,1168,600,4387587.589,6525249.584,10359960.0,02/2023,11748539.382489,7.069983913994426,7.015358120513782,2023-02-01
110123757238,1101010402007002,0.014,38.58,30.0,8.58,281.01,29.0,63.92,0,72,1029,1000,4387330.476,6525214.688,14743020.0,12/2023,12777928.356752,7.106460482789892,7.168586484147116,2023-12-01
110118404700,1101010402008031,0.085,86.48,58.0,28.48,146.03,50.0,64.0,0,12,1152,1400,4387473.929,6525197.622,19524540.0,08/2023,15851195.209319,7.200062041790595,7.29058083289452,2023-08-01
110121175100,1101010402011023,0.017,44.84,35.0,9.84,369.05,45.0,64.0,0,49,2030,1400,4387406.097,6525006.541,49600000.0,07/2024,29895091.913572,7.475599907540043,7.6954816852461345,2024-07-01
110120065068,1101010402011032,0.031,69.49,57.0,12.49,303.07,47.0,64.0,0,38,1891,1400,4387420.648,6525056.698,70680000.0,12/2024,42675907.065248,7.630182770877121,7.849296546979244,2024-12-01
110140740241,1101010402014002,0.006,17.17,11.0,6.17,794.6902,12.0,45.0,50,142,1191,900,4387205.885,6525164.517,9920000.0,04/2025,15669718.498824,7.1950612223011845,6.996511715933862,2025-04-01
110124576032,1101010402016005,0.002,38.5,28.0,10.5,2257.0014,38.0,48.81,0,219,1866,1000,4386965.075,6525177.587,21516840.0,08/2023,8271489.050765999,6.91758375169702,7.33277851062939,2023-08-01
110124576181,1101010402016005,0.003,55.1,40.0,15.1,2257.0014,38.0,95.35,0,219,1866,1000,4386965.075,6525177.587,9947000.0,08/2022,8903212.359972,6.949546781098057,6.997692161602575,2022-08-01
110124576351,1101010402016005,0.003,59.17,43.0,16.17,2257.0014,38.0,95.36,0,219,1866,1000,4386965.075,6525177.587,7917000.0,01/2022,8416023.96069,6.925107014865017,6.89856069979565,2022-01-01
110123678231,1101010402022022,0.034,76.47,64.0,12.47,692.96,29.0,64.0,100,37,3244,900,4386523.113,6525149.456,21915300.0,10/2023,27382653.911345,7.437475553273848,7.340747439933684,2023-10-01
110143633217,1101010402022035,0.035,61.46,43.04,18.42,206.6506,13.0,68.0,100,31,2610,1000,4386439.925,6525181.97,20719920.0,11/2023,16303208.629561,7.2122731128203155,7.316388095217525,2023-11-01
110141602977,1101010402023001,0.034,44.3,30.0,14.3,155.3402,13.0,64.0,0,21,1842,900,4386587.774,6525240.934,71796000.0,08/2024,42954648.403548,7.633010178668346,7.856100254938678,2024-08-01
110141603001,1101010402023001,0.045,57.64,39.0,18.64,155.3402,13.0,64.0,0,21,1842,900,4386587.774,6525240.934,68200000.0,07/2024,55748724.033750005,7.746234939574214,7.833784381024433,2024-07-01
110141602985,1101010402023001,0.061,78.33,53.0,25.33,155.3402,13.0,64.0,0,21,1842,900,4386587.774,6525240.934,84320000.00000001,07/2024,77500023.605472,7.889301840390426,7.925930603019022,2024-07-01
110120123742,1101010402026054,0.014,65.89,51.0,14.89,591.11,48.0,60.58,0,94,2229,1400,4386862.322,6525092.587,27892200.0,11/2023,10640535.544602,7.026963527628665,7.445482786207208,2023-11-01
110141663283,1101010402028040,0.013,54.44,39.78,14.66,590.0207,8.0,64.0,0,64,2270,1000,4387191.467,6525027.405,21915300.0,11/2023,21058436.445986,7.323426143024111,7.340747439933684,2023-11-01
110141663372,1101010402028040,0.016,62.59,44.74,17.85,590.0207,8.0,64.0,0,64,2270,1000,4387191.467,6525027.405,10150000.0,08/2022,9926640.547200002,6.996802339711314,7.006466085036863,2022-08-01
110117940195,1101010402031021,0.033,30.31,24.0,6.31,285.01,57.0,64.0,100,24,3111,1000,4387480.24,6524821.578,4466000.0,03/2022,4034100.818817999,6.605746855401974,6.649918815980031,2022-03-01
110118458877,1101010402031041,0.016,34.8,32.0,2.8,391.9,49.0,93.43,100,58,3098,1000,4387497.149,6524815.984,43400000.0,02/2025,41405592.576222,7.617059014917827,7.637489739519296,2025-02-01
110117358241,1101010402032042,0.043,95.1,75.0,20.1,294.99,56.0,62.38,100,27,3812,1000,4387529.739,6524656.224,10150000.0,03/2022,6104606.241585,6.78565772752752,7.006466085036863,2022-03-01
110121880342,1101010402033036,0.013,41.29,31.0,10.29,399.9,42.0,64.0,50,66,4557,1000,4387355.691,6524728.051,8120000.0,01/2022,4887973.185723,6.689128903652734,6.9095560827257145,2022-01-01
110121880598,1101010402033036,0.025,78.61,59.0,19.61,399.9,42.0,64.0,50,66,4557,1000,4387355.691,6524728.051,59272000.0,06/2024,48575713.035096,7.686419193198179,7.772849589101498,2024-06-01
110123319923,1101010402033042,0.014,36.78,35.0,1.78,620.05,31.0,64.0,50,60,4802,1000,4387390.872,6524711.423,9135000.0,08/2022,6473899.51381,6.811166021196409,6.960708599230369,2022-08-01
110123319958,1101010402033042,0.015,40.97,39.0,1.97,620.05,31.0,64.0,50,60,4802,1000,4387390.872,6524711.423,7511000.0,01/2022,6190985.9208,6.791759886514861,6.8756978198013305,2022-01-01
110123319869,1101010402033042,0.016,43.11,41.0,2.11,620.05,31.0,64.0,50,60,4802,1000,4387390.872,6524711.423,6496000.0,01/2022,6824253.235214001,6.834055197950472,6.812646083088792,2022-01-01
110124238528,1101010402035034,0.031,38.74,30.0,8.74,240.03,19.0,64.0,150,29,4077,900,4387075.484,6524909.941,7287700.0,03/2022,6019700.618015998,6.779574964869,6.862590546084332,2022-03-01
110121906554,1101010402036023,0.132,81.9,60.0,21.9,185.99,42.0,64.0,100,19,4708,900,4387022.01,6524834.075,15225000.0,08/2022,11355272.397714,7.05519759506735,7.182557329830001,2022-08-01
110121930595,1101010402037046,0.029,48.1,38.0,10.1,220.98,43.0,63.03,100,22,3060,900,4386914.892,6524979.554,68198760.0,12/2024,24531626.032134,7.389726353246931,7.833776484689457,2024-12-01
110117934250,1101010402038011,0.027,62.32,48.0,14.32,335.92,52.0,96.0,0,30,4218,2200,4386753.028,6524969.729,19285000.0,01/2022,13897391.7486,7.142933331109883,7.2852196657218675,2022-01-01
110117934268,1101010402038011,0.038,86.84,67.0,19.84,335.92,52.0,96.0,0,30,4218,2200,4386753.028,6524969.729,86676000.0,06/2024,101736577.890632,8.007477129463005,7.937898865918467,2024-06-01
110117934233,1101010402038011,0.04,92.17,71.0,21.17,335.92,52.0,96.0,0,30,4218,2200,4386753.028,6524969.729,117800000.0,07/2024,104977072.715706,8.021094462442083,8.071145294137793,2024-07-01
110123192702,1101010402039017,0.055,45.25,34.0,11.25,416.98,34.0,64.0,150,19,5276,900,4386614.225,6525011.824,31000000.000000004,05/2024,34569311.204375,7.538690738847697,7.4913617078437715,2024-05-01
110123192761,1101010402039017,0.064,53.18,40.0,13.18,416.98,34.0,64.0,150,19,5276,900,4386614.225,6525011.824,6902000.000000001,01/2022,8178913.487919,6.912695667584545,6.838975017878454,2022-01-01
110124730465,1101010402039020,0.016,64.17,47.0,17.17,488.9305,16.0,64.0,100,67,5485,900,4386615.334,6524975.565,86676000.0,09/2024,59417111.53602,7.77391154278668,7.937898865918467,2024-09-01
110123837738,1101010402039053,0.018,94.31,60.0,34.31,648.03,37.0,57.34,150,39,5488,900,4386610.499,6524999.11,71920000.0,09/2024,51938420.58931,7.715488747267314,7.856849684763749,2024-09-01
110122186997,1101010402040031,0.024,72.12,51.0,21.12,412.99,39.0,62.0,100,55,4560,900,4386411.059,6525047.253,7896700.0,02/2022,5543801.341168,6.743807737536231,6.897445694235875,2022-02-01
110140044521,1101010402040035,0.016,53.4,40.0,13.4,299.6201,15.0,64.0,150,45,3822,1000,4386412.916,6525072.542,60760000.0,12/2024,37959870.588822,7.579324734620367,7.783617772338452,2024-12-01
110121890534,1101010402041031,0.025,69.77,51.0,18.77,374.99,42.0,61.48,50,40,5047,1000,4386375.795,6524972.139,65720000.0,08/2024,36001914.10856,7.556325603516118,7.817697561371278,2024-08-01
110118372891,1101010402041032,0.024,63.58,49.0,14.58,368.03,50.0,64.0,50,40,4994,1000,4386379.496,6524984.467,78120000.0,07/2024,27163854.862956,7.433991417344372,7.892762240175142,2024-07-01
110118372620,1101010402041032,0.032,83.02,64.0,19.02,368.03,50.0,64.0,50,40,4994,1000,4386379.496,6524984.467,80600000.0,08/2024,35535088.740084,7.550657416544285,7.90633504719336,2024-08-01
110111142785,1101010402041038,0.028,130.91,97.0,33.91,473.56,61.0,64.0,0,44,6242,1700,4386459.541,6524898.127,51799800.0,06/2023,13854603.2468,7.141594124785469,7.71432809131342,2023-06-01
110121080974,1101010402041056,0.006,63.8,27.0,36.8,1388.76,43.0,45.54,0,394,5842,1700,4386433.703,6524925.392,10787999.999999998,04/2025,27274053.962230004,7.435749711348403,7.032940978038034,2025-04-01
110121054591,1101010402041057,0.023,56.31,39.0,17.31,383.09,45.0,64.0,50,44,5787,900,4386458.872,6524942.61,6394500.0,08/2022,4200285.692304,6.623278934358932,6.805806659619687,2022-08-01
110123280687,1101010402042010,0.02,49.06,37.0,12.06,371.11,33.0,64.0,50,45,6060,900,4386589.285,6524932.441,13946100.0,10/2023,11979124.806282,7.078425125953082,7.144452806113689,2023-10-01
110121115581,1101010402042053,0.024,102.25,75.0,27.25,674.02,44.0,58.17,0,45,7069,2500,4386545.753,6524882.725,136400000.0,09/2024,139760355.731607,8.145384000492124,8.134814373504437,2024-09-01
110140704377,1101010402043001,0.013,41.06,32.0,9.06,446.0507,13.0,70.0,50,56,6377,900,4386626.226,6524923.646,21915300.0,12/2023,17705480.82838,7.248107749933968,7.340747439933684,2023-12-01
110123812786,1101010402043011,0.012,71.05,56.0,15.05,605.98,31.0,64.0,0,90,5800,2200,4386720.454,6524892.594,33869100.0,11/2023,20241805.339512,7.306249265493778,7.529803669159515,2023-11-01
110116325748,1101010402043016,0.047,113.65,88.0,25.65,302.98,59.0,88.78,0,25,6224,2200,4386706.615,6524846.809,122760000.0,01/2025,101557570.731246,8.006712308228387,8.089056883297538,2025-01-01
110121891930,1101010402043018,0.048,46.63,34.0,12.63,138.01,43.0,64.0,0,11,6363,2200,4386707.641,6524829.002,88040000.0,01/2025,49186924.127572,7.69184967391392,7.944680038814233,2025-01-01
110142049627,1101010402043036,0.039,60.72,44.0,16.72,290.4398,13.0,62.35,50,26,6946,900,4386627.011,6524883.713,11165000.0,08/2022,9036937.232171,6.956021313870921,7.047858766305303,2022-08-01
110121941937,1101010402043047,0.005,18.03,12.0,6.03,432.01,42.0,41.16,0,53,7085,2800,4386663.111,6524842.76,14880000.0,02/2025,13875796.438600004,7.142257951306923,7.172602960396316,2025-02-01
110121941511,1101010402043047,0.015,54.85,37.0,17.85,432.01,42.0,62.5,0,53,7085,2800,4386663.111,6524842.76,80600000.0,06/2024,42756277.4786,7.630999897038491,7.90633504719336,2024-06-01
110118406176,1101010402043056,0.033,138.88,101.0,37.88,602.96,50.0,62.58,0,49,7070,2800,4386630.498,6524853.597,109120000.0,02/2025,130534724.359424,8.115726059765061,8.037904361292375,2025-02-01
